# This file is called   force.dat
# Force-Deflection data for a beam and a bar
#x         y 
50         0.20933499554419105
100         0.17031827936038385
150         0.13837258658308682
200         0.11844499337772485
250         0.10737271280921261
300         0.09586127041928516
350         0.08452218861404648
400         0.08214605223803015
450         0.07662186886096951
500         0.07846093583173082
